	PD_whole_tree	chao1	observed_otus
MGH105057.1246697	28.78965	1167.11881188	583.0
MGH105126.1246485	17.92007	738.757575758	256.0
MGH105192.1246837	7.77299	150.3	60.0
MGH105234.1246894	11.68162	422.263157895	205.0
MGH105239.1246905	0.66719	1.0	1.0
MGH105361.1246445	9.09594	259.607142857	141.0
MGH105450.1246607	11.29813	391.216216216	195.0
MGH105553.1246787	35.67312	1403.70588235	679.0
MGH105618.1247374	6.70534	199.772727273	111.0
MGH105658.1247134	41.05125	1523.05291005	1019.0
MGH105693.1246732	16.6639	551.283018868	296.0
MGH105700.1246519	9.54532	270.730769231	143.0
MGH105841.1247387	26.00961	1156.01010101	601.0
MGH106034.1247069	11.96506	465.37037037	192.0
MGH106271.1246160	0.62765	3.0	2.0
MGH106271.1246415	7.45125	183.25	87.0
MGH106288.1247403	18.49128	695.794117647	248.0
MGH106399.1247406	11.64148	289.0	119.0
MGH109339.1246622	7.58615	148.111111111	57.0
MGH109531.1246394	9.64016	276.222222222	144.0
MGH109614.1246972	12.97344	467.763157895	219.0
MGH109682.1247344	10.82369	269.757575758	159.0
MGH109781.1247141	23.44027	923.534090909	486.0
MGH109812.1246153	16.29002	607.3125	322.0
MGH110455.1247279	25.06642	1132.49180328	436.0
MGH111702.1246479	8.93257	328.333333333	160.0
MGH112053.1246811	16.57724	697.583333333	260.0
MGH112373.1246418	17.22607	571.717391304	274.0
MGH113059.1247179	13.48439	425.565217391	226.0
MGH113364.1247340	8.04734	314.1	125.0
MGH113486.1246459	22.99079	828.0	401.0
MGH113527.1246397	10.43654	393.714285714	158.0
MGH113669.1247108	10.35075	295.882352941	110.0
MGH113669.1247130	1.78335	6.0	3.0
MGH129951.1247358	2.10559	11.0	6.0
SKBTI.0097.1247143	10.33715	296.25	95.0
SKBTI.0098.1246924	2.01919	15.0	5.0
SKBTI.0098.1247278	4.30903	155.0	19.0
SKBTI.0099.1246757	11.24598	348.272727273	141.0
SKBTI.0100.1246820	8.30692	238.6	79.0
SKBTI.0102.1246554	4.05065	211.0	21.0
SKBTI.0102.1247000	1.15235	3.0	2.0
SKBTI.0103.1246121	3.99987	57.0	38.0
SKBTI.0104.1246134	8.4537	298.0	97.0
SKBTI.0107.1246579	5.22121	73.5	26.0
SKBTI.0107.1247323	1.03781	1.0	1.0
